ID,"Realiza ""Benchmarks"" para descubrir oportunidades de ventaja competitiva",Considera diferentes perspectivas (internas y externas) de los problemas y desafíos.,Anticipa consecuencias e impactos de acciones en otros.,"Dibuja conexiones entre hechos, ideas y situaciones.",Simplifica problemas complejos en elementos fáciles de entender.,"Se involucra y se asocia con ""Stakeholders"" para maximizar la contribución de Nestlé a la sociedad",Genera un clima de confianza en el que las personas quieren dar lo mejor de sí,Comprende y motiva a diversos individuos y grupos.,Genera espacios para escuchar puntos de vista diferentes y promueve el accountability,Apoya al equipo en éxitos y fracasos,Reconoce las contribuciones y celebra los éxitos.,Ayuda a otros a comprender la importancia de su contribución a la visión y objetivos generales.,Alínea la estrategia en toda la organización a través de una combinación pragmática de una visión clara a largo plazo y el logro de los objetivos del día a día.,Establece objetivos de equipo desafiantes y estándares claros para el éxito,Alínea el trabajo de los miembros del equipo hacia objetivos compartidos.,Crea alineación a través de funciones donde sea necesario,Delega apropiadamente y confía en las personas para gestionar su desempeño y entregables,Mide el progreso y los resultados y garantiza la responsabilidad,Proporciona la información y los recursos para lograr resultados.,"Empodera a las personas para resolver problemas, tomar decisiones y mejorar procesos","Utiliza los estándares y herramientas de gestión del desempeño, desarrollo y talento para impulsar el desarrollar las competencias y habilidaddes de las personas.",Proporciona tareas desafiantes y exigentes para impulsar el desarrollo.,"Entrena a otros (escucha, pregunta, desafía de manera constructiva) para encontrar sus propias respuestas",Da retroalimentación accionable directa,Aborda los problemas difíciles de manera oportuna,Alínea las expectativas de carrera  y apoya activamente el desarrollo de su equipo.,Construye equipos diversos.,Adapta su comportamiento y estilo de comunicación a las necesidades del público.,Comunica con credibilidad un punto de vista bien desarrollado.,Encuentra puntos en común y soluciones para el beneficio del grupo.,Desarrolla relaciones con tomadores de decisiones clave.,Anticipa reacciones y objeciones de otros y está preparado para ellas.,Cuestiona constructivamente las prácticas y procesos actuales,Esta dispuesto a ser emabajador/promotor de una idea o posición,Actúa como embajador del cambio de la  compañía incluso cuando el cambio no es popular ,"Respetuosamente dice lo que hay que decir en todos los niveles (pares, People Manager, colaboradores, stakeholders)",Apoya al equipo para tomar los riesgos apropiados,"Maneja sus emociones ante cualquier situación, no se pone a la defensiva ni se irrita cuando hay situaciones complejas ",Mejora la comprensión y el compromiso de cambio al involucrar a los afectados,Comunica creíblemente y lidera el cambio,"Realiza ""Benchmarks"" para descubrir oportunidades de ventaja competitiva_AUTOEVALUCIÓN",Considera diferentes perspectivas (internas y externas) de los problemas y desafíos._AUTOEVALUCIÓN,Anticipa consecuencias e impactos de acciones en otros._AUTOEVALUCIÓN,"Dibuja conexiones entre hechos, ideas y situaciones._AUTOEVALUCIÓN",Simplifica problemas complejos en elementos fáciles de entender._AUTOEVALUCIÓN,"Se involucra y se asocia con ""Stakeholders"" para maximizar la contribución de Nestlé a la sociedad_AUTOEVALUCIÓN",Genera un clima de confianza en el que las personas quieren dar lo mejor de sí_AUTOEVALUCIÓN,Comprende y motiva a diversos individuos y grupos._AUTOEVALUCIÓN,Genera espacios para escuchar puntos de vista diferentes y promueve el accountability_AUTOEVALUCIÓN,Apoya al equipo en éxitos y fracasos_AUTOEVALUCIÓN,Reconoce las contribuciones y celebra los éxitos._AUTOEVALUCIÓN,Ayuda a otros a comprender la importancia de su contribución a la visión y objetivos generales._AUTOEVALUCIÓN,Alínea la estrategia en toda la organización a través de una combinación pragmática de una visión clara a largo plazo y el logro de los objetivos del día a día._AUTOEVALUCIÓN,Establece objetivos de equipo desafiantes y estándares claros para el éxito_AUTOEVALUCIÓN,Alínea el trabajo de los miembros del equipo hacia objetivos compartidos._AUTOEVALUCIÓN,Crea alineación a través de funciones donde sea necesario_AUTOEVALUCIÓN,Delega apropiadamente y confía en las personas para gestionar su desempeño y entregables_AUTOEVALUCIÓN,Mide el progreso y los resultados y garantiza la responsabilidad_AUTOEVALUCIÓN,Proporciona la información y los recursos para lograr resultados._AUTOEVALUCIÓN,"Empodera a las personas para resolver problemas, tomar decisiones y mejorar procesos_AUTOEVALUCIÓN","Utiliza los estándares y herramientas de gestión del desempeño, desarrollo y talento para impulsar el desarrollar las competencias y habilidaddes de las personas._AUTOEVALUCIÓN",Proporciona tareas desafiantes y exigentes para impulsar el desarrollo._AUTOEVALUCIÓN,"Entrena a otros (escucha, pregunta, desafía de manera constructiva) para encontrar sus propias respuestas_AUTOEVALUCIÓN",Da retroalimentación accionable directa_AUTOEVALUCIÓN,Aborda los problemas difíciles de manera oportuna_AUTOEVALUCIÓN,Alínea las expectativas de carrera  y apoya activamente el desarrollo de su equipo._AUTOEVALUCIÓN,Construye equipos diversos._AUTOEVALUCIÓN,Adapta su comportamiento y estilo de comunicación a las necesidades del público._AUTOEVALUCIÓN,Comunica con credibilidad un punto de vista bien desarrollado._AUTOEVALUCIÓN,Encuentra puntos en común y soluciones para el beneficio del grupo._AUTOEVALUCIÓN,Desarrolla relaciones con tomadores de decisiones clave._AUTOEVALUCIÓN,Anticipa reacciones y objeciones de otros y está preparado para ellas._AUTOEVALUCIÓN,Cuestiona constructivamente las prácticas y procesos actuales_AUTOEVALUCIÓN,Esta dispuesto a ser emabajador/promotor de una idea o posición_AUTOEVALUCIÓN,Actúa como embajador del cambio de la  compañía incluso cuando el cambio no es popular _AUTOEVALUCIÓN,"Respetuosamente dice lo que hay que decir en todos los niveles (pares, People Manager, colaboradores, stakeholders)_AUTOEVALUCIÓN",Apoya al equipo para tomar los riesgos apropiados_AUTOEVALUCIÓN,"Maneja sus emociones ante cualquier situación, no se pone a la defensiva ni se irrita cuando hay situaciones complejas _AUTOEVALUCIÓN",Mejora la comprensión y el compromiso de cambio al involucrar a los afectados_AUTOEVALUCIÓN,Comunica creíblemente y lidera el cambio_AUTOEVALUCIÓN,Date,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age,PotencialT,DesempeñoT,Desempeño,Potencial
1200695,3,3,3,3,2,3,4,3,3,4,4,3,3,3,3,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,2,3,4,4,3,2,4,1,2,2,4,4,2,4,4,4,2,2,2,4,2,4,2,4,4,1,2,4,4,1,4,4,1,2,4,2,1,1,3,3.0,2.0,4.0,4,4,3,2020-01-31,L,Marketing & Sales,Vendedor Supervisor,9967,50-54,3,1,2,3
1200734,3,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,4,4,4,4,3,4,3,3,2,4,4,4,3,3,4,3,3,3,3,4,3,2,3,4,4,3,2,3,3,4,3,3,3,3,4.0,3.0,4.0,3,2,3,2020-06-30,H,Human Resources,Jefe Calidad Datos RH,9614,50-54,3,1,3,2
1200750,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4.0,4.0,4.0,3,4,4,2021-04-30,F,Research & Development,Gerente SR Innovacion Tecnologica,12582,55-59,3,2,3,2
1200758,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,4,4,4,2019-12-31,G,Operations,Gerente Aseguramiento Calidad,10726,40-44,2,3,2,3
1200791,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4.0,4.0,3.0,3,4,4,2021-04-30,G,Research & Development,Gerente Innovacion Tecnologica,13177,55-59,3,1,2,3
1200838,4,4,4,3,3,3,3,2,2,3,3,4,4,4,4,2,4,4,4,4,3,4,2,3,4,3,2,4,4,3,2,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4.0,4.0,4.0,4,4,4,2020-06-30,F,Marketing & Sales,Gerente Sr Cuentas Clave,10157,50-54,3,2,2,2
1200922,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,2,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3.0,4.0,4.0,3,3,4,2021-04-30,H,Operations,Jefe Customer Solution,9675,50-54,2,2,3,2
1200987,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,4,4.0,4.0,4.0,3,4,4,2021-04-30,E,Marketing & Sales,Subdirector CCSD y Shopper Marketing,9250,45-49,2,3,3,3
1201004,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,3,4,4,2021-04-30,E,Marketing & Sales,Subdirector Comercial Categoria,9124,45-49,3,2,3,3
1201032,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3.0,4.0,4.0,4,4,4,2020-06-30,F,Legal,Gerente SR Legal,11413,55-59,3,2,3,2
1201041,2,4,2,3,4,2,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,1,2,3,4,3,2,3,2,3,3,4,3,4,3,3,2,4,3,2,4,4,3,3,3,3,3,2,3,2,3,2,3,3,2,2,2,2,3,4,4,3,4,2,3,3.0,4.0,3.0,2,3,3,2020-01-31,H,Marketing & Sales,Jefe Cuentas Clave,8711,40-44,2,2,2,2
1201118,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3.0,4.0,4.0,3,4,4,2019-12-31,F,Marketing & Sales,Gerente Sr. Visita Médica,8382,50-54,3,2,3,2
1201124,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3.0,3.0,3.0,3,3,3,2020-01-31,G,Marketing & Sales,Gerente Diseño Comunicacion,8351,45-49,3,2,3,2
1201125,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,4,3,4,4,3,4,3,4,4,4,3,4,3,4,3,3,4,3,4,4,3,4,4,4,2,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4.0,3.0,4.0,4,4,4,2020-01-31,H,Marketing & Sales,Jefe Cuentas Clave,8367,45-49,2,2,2,2
1201145,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,4,3.0,4.0,4.0,4,4,3,2019-12-31,E,Marketing & Sales,Subdirector Cuentas Clave,8199,45-49,3,3,3,3
1201155,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,3,4,4,2021-01-31,E,Marketing & Sales,Subdirector Comercial Categoria,8186,45-49,3,2,2,3
1201171,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,3,4,3,3,3,4,4,2,3,3,3,4,4,4,3,4,3,2,3,3,4,3,3,4,4,4,4,3,4,3,4,3.0,4.0,4.0,3,4,3,2020-01-31,F,Marketing & Sales,Gerente SR Regional Ventas,8171,45-49,3,1,3,2
1201187,3,3,2,2,2,2,2,3,3,4,3,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,2,4,4,3,4,3,3,3,3,4,4,3,4,4,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,4.0,3,4,3,2019-12-31,G,Marketing & Sales,Gerente Regional,8140,40-44,2,2,2,2
1201209,3,4,4,3,4,2,4,3,3,4,4,4,4,3,4,3,3,3,4,2,4,3,4,4,3,3,4,2,3,4,3,4,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3.0,4.0,4.0,3,4,4,2021-04-30,H,Marketing & Sales,Jefe Cuentas Clave,8112,50-54,3,2,3,2
1201272,3,4,3,3,3,4,3,3,2,3,3,2,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3,3,3.0,3.0,3.0,4,3,3,2021-04-30,H,Operations,Jefe Customer Solution,7997,55-59,2,2,3,2
1201280,3,4,3,2,2,2,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,2,2,1,1,3,3,3,2,2,3,2,3,3,3,3,2,3,4,2,3,3,3,4,3,3,3,4,4,2,4,3,3,4,4.0,4.0,3.0,3,3,4,2019-12-31,H,Marketing & Sales,Jefe Regional,7972,45-49,2,2,2,2
1201288,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4.0,3.0,4.0,4,4,4,2019-12-31,G,Operations,Gerente Ingenieria,11822,55-59,3,2,3,2
1201315,3,3,3,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,3.0,4.0,3.0,4,4,4,2020-01-31,H,Corporate Communications,Jefe Business Support Nutritionist,7849,45-49,2,2,2,3
1201361,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,3,4,2,3,3,3,4,4,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,3,3,4,4,4.0,3.0,4.0,3,4,4,2020-06-30,G,Business Services,Gerente Planeacion Demanda,7789,45-49,3,2,2,2
