Unnamed: 0,Perfil,Puesto,Vacantes PA,Activos,Empresa,CLASIFICACIÓN,SueldoP,Reclutamiento,Costo ReclutamientoP,Costo Nomina,%HB,Productividad,Costo Productividad,%HBI,Vp
34,CORPORATIVO,Entry Level,44.099999999999994,112.69999999999999,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,448883.54386606853,40035464.139929995,0.39242517534954363,0,0.0,1.1212147867129818,VP MERCADOTECNIA
42,CORPORATIVO,Entry Level,1.2,3.3,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,12214.518200437235,272496.656652,1.344734098815328,0,0.0,4.4824469960510935,VP BU2
42,CORPORATIVO,Entry Level,1.2,3.3,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,12214.518200437235,272496.656652,1.344734098815328,0,0.0,4.4824469960510935,VP BU3
42,CORPORATIVO,Entry Level,0.2,0.55,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,2035.753033406206,45416.109442,0.2241223498025547,0,0.0,4.4824469960510935,VP BU4
42,CORPORATIVO,Entry Level,1.4,3.8499999999999996,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,14250.271233843441,317912.76609399996,1.5688564486178826,0,0.0,4.4824469960510935,VP MERCADOTECNIA
1,CORPORATIVO,First Time Manager,21.0,56.0,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,213754.0685076516,9604396.2448,2.225585690754712,0,0.0,2.225585690754711,Sin Vp
35,CORPORATIVO,First Time Manager,26.0,68.33333333333333,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,264647.8943428068,24274682.4865,0.36340728588312365,0,0.0,1.090221857649371,VP BU2
35,CORPORATIVO,First Time Manager,8.666666666666666,22.777777777777775,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,88215.96478093558,8091560.828833333,0.12113576196104121,0,0.0,1.090221857649371,VP BU3
35,CORPORATIVO,First Time Manager,8.666666666666666,22.777777777777775,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,88215.96478093558,8091560.828833333,0.12113576196104121,0,0.0,1.090221857649371,VP BU4
35,CORPORATIVO,First Time Manager,34.666666666666664,91.1111111111111,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,352863.8591237423,32366243.315333333,0.48454304784416485,0,0.0,1.090221857649371,VP MERCADOTECNIA
40,CORPORATIVO,First Time Manager,2.333333333333333,6.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,23750.45205640574,495448.46664,1.5979093458145104,0,0.0,4.7937280374435325,VP BU2
40,CORPORATIVO,First Time Manager,0.7777777777777777,2.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,7916.817352135246,165149.48888,0.5326364486048368,0,0.0,4.7937280374435325,VP BU3
40,CORPORATIVO,First Time Manager,0.7777777777777777,2.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,7916.817352135246,165149.48888,0.5326364486048368,0,0.0,4.7937280374435325,VP BU4
40,CORPORATIVO,First Time Manager,3.1111111111111107,8.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,31667.269408540986,660597.95552,2.1305457944193473,0,0.0,4.7937280374435325,VP MERCADOTECNIA
31,OPERATIVO,Jefes De Area,3.0,4.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,10584.860585811948,192780.45768,5.490629451343022,0,0.0,5.490629451343022,Sin Vp
9,OPERATIVO,Jefes De Area,390.0,554.0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,1376031.8761555532,33947924.42368,4.053360844634487,0,0.0,4.053360844634487,VP BU3
43,OPERATIVO,Jefes De Area,10.0,14.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,35282.86861937316,1316317.4133199998,2.6804225380854856,0,0.0,2.6804225380854865,VP BU3
6,CORPORATIVO,Liderazgo,74.49438202247191,175.95505617977528,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,10178.76516703103,758260.8208698395,10782146.117608992,2.3705256109193282,0,0.0,7.032559312394003,VP BU2
6,CORPORATIVO,Liderazgo,81.9438202247191,193.5505617977528,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,10178.76516703103,834086.9029568235,11860360.729369892,2.6075781720112614,0,0.0,7.032559312394003,VP BU3
6,CORPORATIVO,Liderazgo,64.56179775280899,152.4943820224719,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,10178.76516703103,657159.3780871943,9344526.635261126,2.054455529463418,0,0.0,7.032559312394003,VP BU4
33,CORPORATIVO,Liderazgo,74.8314606741573,176.96629213483146,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,10178.76516703103,761691.8653081647,16638843.707696626,1.5430763787933386,0,0.0,4.5777932570869035,VP BU2
33,CORPORATIVO,Liderazgo,82.31460674157304,194.66292134831463,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,10178.76516703103,837861.0518389812,18302728.07846629,1.6973840166726726,0,0.0,4.5777932570869035,VP BU3
33,CORPORATIVO,Liderazgo,64.85393258426966,153.37078651685394,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,10178.76516703103,660132.9499337428,14420331.213337075,1.3373328616208935,0,0.0,4.5777932570869035,VP BU4
2,CORPORATIVO,Managers Of Others,4.0,22.0,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,40715.06066812412,3773155.6676,1.0790718500628904,0,0.0,1.0790718500628904,Sin Vp
39,CORPORATIVO,Managers Of Others,7.8,38.4,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,79394.36830284203,13641187.42656,0.3492116887783141,0,0.0,0.5820194812971902,VP BU2
39,CORPORATIVO,Managers Of Others,2.6,12.8,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,26464.78943428068,4547062.47552,0.11640389625943803,0,0.0,0.5820194812971902,VP BU3
39,CORPORATIVO,Managers Of Others,2.6,12.8,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,26464.78943428068,4547062.47552,0.11640389625943803,0,0.0,0.5820194812971902,VP BU4
48,CORPORATIVO,Managers Of Others,0.6,1.7999999999999998,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,6107.259100218617,148634.539992,2.465345847828101,0,0.0,4.10890974638017,VP BU2
48,CORPORATIVO,Managers Of Others,0.2,0.6000000000000001,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,2035.753033406206,49544.846664000004,0.8217819492760339,0,0.0,4.10890974638017,VP BU3
48,CORPORATIVO,Managers Of Others,0.2,0.6000000000000001,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,2035.753033406206,49544.846664000004,0.8217819492760339,0,0.0,4.10890974638017,VP BU4
27,OPERATIVO,Multifuncional,21.0,14.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,74094.02410068363,1156046.4221599998,6.4092602753999826,0,0.0,6.409260275399982,VP BU3
30,OPERATIVO,Multifuncional,12.0,8.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,42339.442343247785,385560.91536,10.981258902686044,0,0.0,10.981258902686038,VP BU3
12,OPERATIVO,Multifuncional,101.0,69.0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,356356.97305566893,4228171.09248,8.428158777431367,0,0.0,8.428158777431369,VP BU4
13,OPERATIVO,Multifuncional,70.0,48.0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,246980.08033561212,3963587.73312,6.2312252677499815,0,0.0,6.2312252677499815,VP BU4
44,OPERATIVO,Multifuncional,6.0,4.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,3528.286861937316,21169.721171623896,330298.97776,6.4092602753999826,0,0.0,6.409260275399982,VP BU4
49,OPERATIVO,Multifuncional,2.0,2.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,7056.573723874632,188045.34475999998,3.7525915533196814,0,0.0,3.752591553319681,VP BU4
24,OPERATIVO,Promotor Wholesale,87.0,125.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,306960.9569885465,6024389.3025,5.095304130846324,0,0.0,5.095304130846324,Sin Vp
36,OPERATIVO,Promotor Wholesale,81.0,117.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,285791.23581692256,11000652.668459997,2.5979479984520863,0,0.0,2.5979479984520872,Sin Vp
3,CORPORATIVO,Senior Managment,0.0,1.0,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,0.0,171507.0758,0.0,0,0.0,0.0,Sin Vp
46,CORPORATIVO,Senior Managment,2.0,12.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,20357.53033406206,4262871.0708,0.4775544461925663,0,0.0,0.4775544461925663,VP BU2
51,CORPORATIVO,Senior Managment,0.0,1.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,0.0,82574.74444,0.0,0,0.0,0.0,VP BU2
26,OPERATIVO,Supervisor De Area,23.0,31.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,81150.59782455827,2559817.0776400003,3.1701717491225714,0,0.0,3.1701717491225705,Sin Vp
32,OPERATIVO,Supervisor De Area,2.0,3.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CORPORATIVO FULL PRICE,355239.2559,3528.286861937316,7056.573723874632,1065717.7677,0.6621428240897134,0,0.0,0.6621428240897135,Sin Vp
16,OPERATIVO,Supervisor De Area,11.0,14.0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,38811.15548131048,1156046.4221599998,3.3572315728285624,0,0.0,3.3572315728285624,VP BU4
38,OPERATIVO,Supervisor De Area,43.0,56.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,3528.286861937316,151716.33506330458,4624185.688639998,3.2809308552642764,0,0.0,3.280930855264277,VP BU4
45,CORPORATIVO,Top Managment,2.0,3.0,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,20357.53033406206,1065717.7677,1.9102177847702653,0,0.0,1.9102177847702653,Sin Vp
20,OPERATIVO,Vendedor,362.3463687150838,272.54748603351953,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,1278461.9322081248,13135457.274268826,2.555567943036913,5759,547918.3165319435,25.61931875969361,VP BU2
20,OPERATIVO,Vendedor,770.949720670391,579.8882681564246,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,2720131.7706555845,27947781.43461452,5.437378602206197,5759,2480390.749352392,25.61931875969361,VP BU3
20,OPERATIVO,Vendedor,246.70391061452514,185.56424581005587,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,870442.1666097871,8943290.059076648,1.7399611527059833,5759,253992.012733685,25.61931875969361,VP BU4
4,OPERATIVO,Vendedor,510.38,384.02000000000004,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,1800767.0485955677,23531916.854118403,1.9896357595403715,4320,573258.816,17.022024484565232,VP BU2
4,OPERATIVO,Vendedor,274.82000000000005,206.78000000000003,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,969643.7953976134,12671032.152217602,1.0713423320602,4320,166211.13600000003,17.022024484565232,VP BU3
4,OPERATIVO,Vendedor,1177.8,886.1999999999999,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,4155616.265989771,54304423.509504005,4.591467137400857,4320,3052857.6,17.022024484565232,VP BU4
37,OPERATIVO,Vendedor,13.0,9.88,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,45867.7292051851,928944.0031143998,1.2837813208725222,5759,19465.420000000002,12.996986772120492,VP BU2
37,OPERATIVO,Vendedor,7.000000000000001,5.32,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,24698.00803356121,500200.6170616,0.6912668650852043,5759,5643.8200000000015,12.996986772120492,VP BU3
37,OPERATIVO,Vendedor,30.0,22.8,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67237999999,3528.286861937316,105848.60585811947,2143716.9302639994,2.9625722789365896,5759,103662.0,12.996986772120492,VP BU4
21,OPERATIVO,Vendedor Temporada,41.6056338028169,0.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,146796.61112905398,0.0,0.0,5759,47246.4201547312,0.0,VP BU2
21,OPERATIVO,Vendedor Temporada,150.0774647887324,0.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,529516.3472869447,0.0,0.0,5759,614745.8316306289,0.0,VP BU3
21,OPERATIVO,Vendedor Temporada,19.316901408450704,0.0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,68155.56945277506,0.0,0.0,5759,10184.496181313232,0.0,VP BU4
8,OPERATIVO,Vendedor Temporada,391.0,0.0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61277.841920000006,3528.286861937316,1379560.1630174904,0.0,0.0,4320,1689120.0,0.0,Sin Vp
