Unnamed: 0,Perfil,Puesto,Vacantes PA,Activos,Empresa,CLASIFICACIÓN,SueldoP,Reclutamiento,Costo ReclutamientoP,Costo Nomina,%HB,Productividad,Costo Productividad,%HBI,Vp
23,OPERATIVO,Bodeguero,21,15,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,78234.7224,3528.286861937316,74094.02410068364,1173520.836,6.31,0,0,6.31,VP BU2
23,OPERATIVO,Bodeguero,77,56,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,78234.7224,3528.286861937316,271678.08836917335,4381144.4544,6.2,0,0,6.2,VP BU3
23,OPERATIVO,Bodeguero,7,5,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,78234.7224,3528.286861937316,24698.008033561215,391173.61199999996,6.31,0,0,6.31,VP BU4
10,OPERATIVO,Bodeguero,319,231,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,78234.7224,3528.286861937316,1125523.508958004,18072220.8744,6.23,0,0,6.23,VP BU1
50,OPERATIVO,Bodeguero,1,1,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,78234.7224,3528.286861937316,3528.286861937316,78234.7224,4.51,0,0,4.51,VP BU1
28,OPERATIVO,Cajero,17,8,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,74473.92480000001,3528.286861937316,59980.87665293438,595791.3984000001,10.07,0,0,10.07,VP BU3
7,OPERATIVO,Cajero,517,234,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,74473.92480000001,3528.286861937316,1824124.3076215924,17426898.4032,10.47,0,0,10.47,VP BU1
41,CORPORATIVO,Coordinador De Area,4,6,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,40715.06066812412,495448.46664,8.22,0,0,8.22,VP BU1
5,CORPORATIVO,Dpi,446,242,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,111355.056,10178.76516703103,4539729.264495839,26947923.552,16.85,0,0,16.85,VP BU1
19,CORPORATIVO,Encargado De Area,1,10,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,10178.76516703103,10178.76516703103,825747.4443999999,1.23,0,0,1.23,VP BU1
0,CORPORATIVO,Entry Level,39,100,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,396971.84151421016,17150707.58,2.31,0,0,2.31,VP BU1
17,CORPORATIVO,Entry Level,1,2,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,10178.76516703103,10178.76516703103,165149.48888,6.16,0,0,6.16,VP BU2
17,CORPORATIVO,Entry Level,1,2,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,10178.76516703103,10178.76516703103,165149.48888,6.16,0,0,6.16,VP BU3
17,CORPORATIVO,Entry Level,0,0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,10178.76516703103,0.0,0.0,0.0,0,0,0.0,VP BU4
17,CORPORATIVO,Entry Level,1,3,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,10178.76516703103,10178.76516703103,247724.23332,4.11,0,0,4.11,VP MERCADOTECNIA
34,CORPORATIVO,Entry Level,38,97,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,386793.0763471791,34458207.8223,1.12,0,0,1.12,VP BU2
34,CORPORATIVO,Entry Level,38,97,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,386793.0763471791,34458207.8223,1.12,0,0,1.12,VP BU3
34,CORPORATIVO,Entry Level,6,16,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,61072.59100218618,5683828.0944,1.07,0,0,1.07,VP BU4
34,CORPORATIVO,Entry Level,44,113,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,447865.6673493653,40142035.9167,1.12,0,0,1.12,VP MERCADOTECNIA
42,CORPORATIVO,Entry Level,1,3,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,247724.23332,4.11,0,0,4.11,VP BU2
42,CORPORATIVO,Entry Level,1,3,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,247724.23332,4.11,0,0,4.11,VP BU3
42,CORPORATIVO,Entry Level,0,1,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,0.0,82574.74444,0.0,0,0,0.0,VP BU4
42,CORPORATIVO,Entry Level,1,4,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,330298.97776,3.08,0,0,3.08,VP MERCADOTECNIA
1,CORPORATIVO,First Time Manager,21,56,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,213754.06850765162,9604396.2448,2.23,0,0,2.23,VP BU1
35,CORPORATIVO,First Time Manager,26,68,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,264647.8943428068,24156269.4012,1.1,0,0,1.1,VP BU2
35,CORPORATIVO,First Time Manager,9,23,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,91608.88650327927,8170502.8856999995,1.12,0,0,1.12,VP BU3
35,CORPORATIVO,First Time Manager,9,23,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,91608.88650327927,8170502.8856999995,1.12,0,0,1.12,VP BU4
35,CORPORATIVO,First Time Manager,35,91,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,356256.78084608604,32326772.2869,1.1,0,0,1.1,VP MERCADOTECNIA
40,CORPORATIVO,First Time Manager,2,6,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,20357.53033406206,495448.46664,4.11,0,0,4.11,VP BU2
40,CORPORATIVO,First Time Manager,1,2,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,165149.48888,6.16,0,0,6.16,VP BU3
40,CORPORATIVO,First Time Manager,1,2,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,165149.48888,6.16,0,0,6.16,VP BU4
40,CORPORATIVO,First Time Manager,3,8,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,30536.29550109309,660597.95552,4.62,0,0,4.62,VP MERCADOTECNIA
31,OPERATIVO,Jefes De Area,3,4,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,87531.27552,3528.286861937316,10584.860585811948,350125.10208,3.02,0,0,3.02,VP BU1
9,OPERATIVO,Jefes De Area,390,554,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,87531.27552,3528.286861937316,1376031.8761555534,48492326.63808,2.84,0,0,2.84,VP BU3
43,OPERATIVO,Jefes De Area,10,14,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,87531.27552,3528.286861937316,35282.86861937316,1225437.8572799999,2.88,0,0,2.88,VP BU3
6,CORPORATIVO,Liderazgo,74,176,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,125855.86778181817,10178.76516703103,753228.6223602962,22150632.729599997,3.4,0,0,3.4,VP BU2
6,CORPORATIVO,Liderazgo,82,194,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,125855.86778181817,10178.76516703103,834658.7436965444,24416038.349672727,3.42,0,0,3.42,VP BU3
6,CORPORATIVO,Liderazgo,65,152,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,125855.86778181817,10178.76516703103,661619.7358570169,19130091.902836364,3.46,0,0,3.46,VP BU4
33,CORPORATIVO,Liderazgo,75,177,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,125855.86778181817,10178.76516703103,763407.3875273273,22276488.597381815,3.43,0,0,3.43,VP BU2
33,CORPORATIVO,Liderazgo,82,195,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,125855.86778181817,10178.76516703103,834658.7436965444,24541894.217454545,3.4,0,0,3.4,VP BU3
33,CORPORATIVO,Liderazgo,65,153,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,125855.86778181817,10178.76516703103,661619.7358570169,19255947.77061818,3.44,0,0,3.44,VP BU4
2,CORPORATIVO,Managers Of Others,4,22,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,40715.06066812412,3773155.6676,1.08,0,0,1.08,VP BU1
39,CORPORATIVO,Managers Of Others,8,38,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,81430.12133624824,13499091.7242,0.6,0,0,0.6,VP BU2
39,CORPORATIVO,Managers Of Others,3,13,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,30536.29550109309,4618110.3267,0.66,0,0,0.66,VP BU3
39,CORPORATIVO,Managers Of Others,3,13,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,30536.29550109309,4618110.3267,0.66,0,0,0.66,VP BU4
48,CORPORATIVO,Managers Of Others,1,2,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,10178.76516703103,165149.48888,6.16,0,0,6.16,VP BU2
48,CORPORATIVO,Managers Of Others,0,1,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,0.0,82574.74444,0.0,0,0,0.0,VP BU3
48,CORPORATIVO,Managers Of Others,0,1,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,0.0,82574.74444,0.0,0,0,0.0,VP BU4
27,OPERATIVO,Multifuncional,21,14,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CEDIS,61214.399999999994,3528.286861937316,74094.02410068364,857001.5999999999,8.65,0,0,8.65,VP BU3
30,OPERATIVO,Multifuncional,12,8,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,61214.399999999994,3528.286861937316,42339.44234324779,489715.19999999995,8.65,0,0,8.65,VP BU3
12,OPERATIVO,Multifuncional,101,69,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,61214.399999999994,3528.286861937316,356356.97305566893,4223793.6,8.44,0,0,8.44,VP BU4
13,OPERATIVO,Multifuncional,70,48,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,61214.399999999994,3528.286861937316,246980.08033561215,2938291.1999999997,8.41,0,0,8.41,VP BU4
44,OPERATIVO,Multifuncional,6,4,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,61214.399999999994,3528.286861937316,21169.721171623896,244857.59999999998,8.65,0,0,8.65,VP BU4
49,OPERATIVO,Multifuncional,2,2,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,61214.399999999994,3528.286861937316,7056.573723874632,122428.79999999999,5.76,0,0,5.76,VP BU4
24,OPERATIVO,Promotor Wholesale,87,125,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,48195.11442,3528.286861937316,306960.95698854653,6024389.3025,5.1,0,0,5.1,VP BU1
36,OPERATIVO,Promotor Wholesale,81,117,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,94022.67238,3528.286861937316,285791.2358169226,11000652.66846,2.6,0,0,2.6,VP BU1
3,CORPORATIVO,Senior Managment,0,1,ADMINISTRADORA GEP S.A. DE.C.V,CORPORATIVO OFF PRICE,171507.0758,10178.76516703103,0.0,171507.0758,0.0,0,0,0.0,VP BU1
46,CORPORATIVO,Senior Managment,2,12,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,20357.53033406206,4262871.0708,0.48,0,0,0.48,VP BU2
51,CORPORATIVO,Senior Managment,0,1,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,10178.76516703103,0.0,82574.74444,0.0,0,0,0.0,VP BU2
26,OPERATIVO,Supervisor De Area,23,31,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,81150.59782455827,2559817.07764,3.17,0,0,3.17,VP BU1
32,OPERATIVO,Supervisor De Area,2,3,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,CORPORATIVO FULL PRICE,355239.2559,3528.286861937316,7056.573723874632,1065717.7677,0.66,0,0,0.66,VP BU1
16,OPERATIVO,Supervisor De Area,11,14,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,CEDIS,82574.74444,3528.286861937316,38811.15548131048,1156046.4221599998,3.36,0,0,3.36,VP BU4
38,OPERATIVO,Supervisor De Area,43,56,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CEDIS,82574.74444,3528.286861937316,151716.3350633046,4624185.688639999,3.28,0,0,3.28,VP BU4
45,CORPORATIVO,Top Managment,2,3,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",CORPORATIVO FULL PRICE,355239.2559,10178.76516703103,20357.53033406206,1065717.7677,1.91,0,0,1.91,VP BU1
20,OPERATIVO,Vendedor,362,273,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,72929.40239999999,3528.286861937316,1277239.8440213085,19909726.855199996,6.42,5759,2084758,16.89,VP BU2
20,OPERATIVO,Vendedor,771,580,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,72929.40239999999,3528.286861937316,2720309.1705536707,42299053.392,6.43,5759,4440189,16.93,VP BU3
20,OPERATIVO,Vendedor,247,186,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,72929.40239999999,3528.286861937316,871486.8548985171,13564868.846399998,6.42,5759,1422473,16.91,VP BU4
4,OPERATIVO,Vendedor,510,384,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,72929.40239999999,3528.286861937316,1799426.2995880314,28004890.521599997,6.43,4320,2203200,14.29,VP BU2
4,OPERATIVO,Vendedor,275,207,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,72929.40239999999,3528.286861937316,970278.8870327619,15096386.296799999,6.43,4320,1188000,14.3,VP BU3
4,OPERATIVO,Vendedor,1178,886,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,72929.40239999999,3528.286861937316,4156321.9233621582,64615450.52639999,6.43,4320,5088960,14.31,VP BU4
37,OPERATIVO,Vendedor,13,10,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,72929.40239999999,3528.286861937316,45867.72920518511,729294.024,6.29,5759,74867,16.56,VP BU2
37,OPERATIVO,Vendedor,7,5,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,72929.40239999999,3528.286861937316,24698.008033561215,364647.012,6.77,5759,40313,17.83,VP BU3
37,OPERATIVO,Vendedor,30,23,"SERVICIOS DE CAPITAL HUMANO AXO, S.A. DE C.V.",PDV FULL PRICE,72929.40239999999,3528.286861937316,105848.60585811948,1677376.2551999998,6.31,5759,172770,16.61,VP BU4
21,OPERATIVO,Vendedor Temporada,42,0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,64000.004,3528.286861937316,148188.0482013673,0.0,0.0,5759,241878,0.0,VP BU2
21,OPERATIVO,Vendedor Temporada,150,0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,64000.004,3528.286861937316,529243.0292905974,0.0,0.0,5759,863850,0.0,VP BU3
21,OPERATIVO,Vendedor Temporada,19,0,INTEGRACION DE CAPITAL AXO S.A. DE C.V.,PDV FULL PRICE,64000.004,3528.286861937316,67037.450376809,0.0,0.0,5759,109421,0.0,VP BU4
8,OPERATIVO,Vendedor Temporada,391,0,ALIANZA RETAIL AND OUTLET S.A. DE C.V.,PDV OFF PRICE,64000.004,3528.286861937316,1379560.1630174906,0.0,0.0,4320,1689120,0.0,VP BU1
